,trial,n,r,order,SNR,mode,alpha,sampling,tolerance,time,rel_error,revealed,post_als_rel_error
502,2,50,6,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,3.972670119255781,29.50469221973689,0.8022,28.84030820148108
503,3,50,6,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.0062661692500114,31.31900409580308,0.8022,30.344785713867616
504,4,50,6,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.078501343727112,54.004884759301824,0.8022,53.80107677534424
505,5,50,6,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,3.970300721004605,26.69030855309557,0.8022,24.335091600508104
506,6,50,6,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.03553844243288,27.425051859679115,0.8022,26.382327614941943
507,7,50,6,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.00857600569725,19.48262788747148,0.8022,17.116845032927536
508,8,50,6,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.0769344959408045,43.385815454672056,0.8022,41.695853770132686
509,9,50,6,3,10.0,seq,1.0,"[0.7, 0.1]",0.001,4.056509284302592,28.67196606233568,0.8022,27.20377625292805
510,0,50,6,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.3118513645604253,0.0037696026574,0.21072,0.0480679981120249
511,1,50,6,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2244995357468724,0.001487013862548,0.19672,0.0488433673878127
512,2,50,6,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.193276198580861,4.859474030602677e-15,0.18272,0.0373786600652545
513,3,50,6,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.177900797687471,0.0028483016822857,0.18272,0.0409322786423912
514,4,50,6,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.253572417423129,0.002264579339428,0.19672,0.0443948381217482
515,5,50,6,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2761484868824482,0.0015354450689992,0.19672,0.0412191326533535
516,6,50,6,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2458975426852703,0.0015174635135109,0.19672,0.0421960856024434
517,7,50,6,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2618727004155517,0.0024489682355225,0.19672,0.031982020062587
518,8,50,6,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2134504402056336,0.0039653187223479,0.18272,0.0500176657938721
519,9,50,6,3,inf,seq,1.0,"[0.7, 0.1]",0.001,1.2426447430625558,0.0023447145236768,0.19672,0.0372212291662292
520,0,50,8,3,inf,seq,1.0,"[0.05, 0.1]",0.001,3.458908721804619,5.278167240894014,0.138768,5.085714738313491
521,1,50,8,3,inf,seq,1.0,"[0.05, 0.1]",0.001,3.464122701436281,5.911479613385158,0.138768,5.713643955248161
522,2,50,8,3,inf,seq,1.0,"[0.05, 0.1]",0.001,3.4886164031922817,38.67412639100027,0.138768,38.425045531411534
523,3,50,8,3,inf,seq,1.0,"[0.05, 0.1]",0.001,3.464936001226306,31.88875519698496,0.138768,31.78745979451043
524,4,50,8,3,inf,seq,1.0,"[0.05, 0.1]",0.001,3.47514586802572,6.67688673167103,0.138768,6.304023331761397
