,trial,n,r,order,SNR,mode,slices,alpha,beta,delta,gamma,time,adaptive,inner_als,rel_error,matrix budget,total budget,revealed,post_als_rel_error,just_als_rel_error
0,0,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,364.42258110269904,False,False,0.0167687251116206,6000,19946,0.00019946,0.0010644890807829,0.1170674949501184
1,1,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,329.6508773267269,False,False,0.0014797936542664,6000,19958,0.00019958,0.0003980928079899,0.110539130810423
2,2,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,365.7775563113392,False,False,0.0072666767055255,6000,19948,0.00019948,0.0020503704644765,0.1190562295024796
3,3,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,347.54506877437234,False,False,0.0036170051253623,6000,19953,0.00019953,0.00092173767491,0.1154482636053193
4,4,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,330.1700346060097,False,False,0.0011236462823209,6000,19955,0.00019955,0.0005224783086255,0.1153520810593983
5,5,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,330.47432693839073,False,False,0.0011077448810507,6000,19942,0.00019942,0.0001096605415989,0.1028326804027958
6,6,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,365.8046125173569,False,False,0.0082137349730658,6000,19948,0.00019948,0.002001093159928,0.1062557626719157
7,7,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,329.9625878147781,False,False,0.0009472777909036,6000,19957,0.00019957,0.0001968265035335,0.1177553890445634
8,8,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,364.277256347239,False,False,0.001972679465014,6000,19959,0.00019959,0.000669075307548,0.1118589629351874
9,9,100,5,4,inf,deli,2,2.0,0.5,8.0,0.6,329.2446629367769,False,False,0.0006841628903893,6000,19949,0.00019949,4.776087109634577e-05,0.1080638351131166
10,0,100,10,4,inf,deli,2,2.0,0.5,8.0,0.2,568.7726720077917,False,False,0.1123935906636469,2000,19970,0.0001997,0.0252410934435754,0.1171794038780169
11,1,100,10,4,inf,deli,2,2.0,0.5,8.0,0.2,532.1698385626078,False,False,0.484749023189544,2000,19976,0.00019976,0.0555097448094888,0.1218862462070832
12,2,100,10,4,inf,deli,2,2.0,0.5,8.0,0.2,516.7945431442931,False,False,0.1827344065696053,2000,19965,0.00019965,0.0326890546716551,0.1195871500369765
13,3,100,10,4,inf,deli,2,2.0,0.5,8.0,0.2,431.4181066667661,False,False,0.1095883025532271,2000,19966,0.00019966,0.0318607070017102,0.1146972355818313
14,4,100,10,4,inf,deli,2,2.0,0.5,8.0,0.2,428.8850575741381,False,False,0.1095613914367717,2000,19966,0.00019966,0.0488245209263214,0.1193156625496386
15,5,100,10,4,inf,deli,2,2.0,0.5,8.0,0.2,402.0967001104728,False,False,0.1381354785879157,2000,19962,0.00019962,0.0311654061905478,0.1189230758137717
16,6,100,10,4,inf,deli,2,2.0,0.5,8.0,0.2,257.2045791056007,False,False,0.7094685337128532,2000,19975,0.00019975,0.0296695092660441,0.1156363870071422
17,7,100,10,4,inf,deli,2,2.0,0.5,8.0,0.2,317.1482806187123,False,False,0.1180094098605037,2000,19966,0.00019966,0.0348177195933529,0.1149318588296521
18,8,100,10,4,inf,deli,2,2.0,0.5,8.0,0.2,317.29594583343714,False,False,0.2844869987603971,2000,19966,0.00019966,0.0236679738111492,0.1232831839494438
19,9,100,10,4,inf,deli,2,2.0,0.5,8.0,0.2,284.46339164767414,False,False,0.3473045467197306,2000,19955,0.00019955,0.0360356340966646,0.1174363218162109
20,0,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,393.52677938342094,False,False,0.0038276357540027,6000,27894,0.00027894,0.001365235722768,0.1169564386146723
21,1,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,393.3164789862931,False,False,0.0109006200132271,6000,27911,0.00027911,0.0012587791815832,0.1217173427641103
22,2,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,394.3680830337107,False,False,0.0254871284487814,6000,27915,0.00027915,0.0096305129460941,0.1201791139116763
23,3,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,393.0865753553808,False,False,0.0290266251961935,6000,27913,0.00027913,0.0056916264572138,0.1166135704033572
24,4,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,392.0821851305664,False,False,0.0137783375153165,6000,27914,0.00027914,0.0010443149526871,0.1214033109551789
25,5,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,396.0331320203841,False,False,0.0058328572808808,6000,27909,0.00027909,0.0007883741562302,0.1102391827169072
26,6,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,391.8860075026751,False,False,0.0134079512341205,6000,27891,0.00027891,0.0028498996527443,0.1190667070071531
27,7,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,392.15522024035454,False,False,0.0067645431397105,6000,27909,0.00027909,0.0021887193411253,0.1283237529937578
28,8,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,392.03314589336514,False,False,0.1264393848291214,6000,27903,0.00027903,0.0139221448501074,0.1275633633938575
29,9,100,10,4,inf,deli,2,2.0,0.5,8.0,0.6,391.2751242034137,False,False,0.0103858443690529,6000,27901,0.00027901,0.0017282766017369,0.1203925805981942
30,0,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,448.8481424149941,False,False,0.1692334408729121,3000,21943,0.00021943,0.022405044652609,0.115228412504443
31,1,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,419.9314352090005,False,False,0.0680595207762899,3000,21947,0.00021947,0.0130620855151088,0.1167144630502367
32,2,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,448.3749043539865,False,False,0.0236070736454548,3000,21944,0.00021944,0.0069622722896317,0.1227206956426979
33,3,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,449.5766159060295,False,False,0.5268706464545052,3000,21953,0.00021953,0.0355127548023072,0.1101157714939466
34,4,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,447.8873673459748,False,False,0.247938863292481,3000,21959,0.00021959,0.0173309649486837,0.1141131228183278
35,5,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,449.1783032779931,False,False,0.5337340972263482,3000,21953,0.00021953,0.0087649178845545,0.1209025967587674
36,6,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,455.1547772759805,False,False,0.0911662799329605,3000,21944,0.00021944,0.0209061731220539,0.1150028335633646
37,7,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,451.9622245050268,False,False,0.247097063920787,3000,21955,0.00021955,0.0203029684781781,0.1185088382422463
38,8,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,458.59885625197785,False,False,1.5688585767852234,3000,21952,0.00021952,0.0615257840084887,0.1252839537190189
39,9,100,10,4,inf,deli,2,2.0,0.5,8.0,0.3,451.555610055977,False,False,0.3248723356914506,3000,21963,0.00021963,0.0338056795825725,0.1216159086650658
40,0,100,5,4,inf,deli,2,2.0,0.5,8.0,0.4,334.40672171860933,False,False,0.0018867950073481,4000,15960,0.0001596,0.000573449329687,0.1126914456338068
41,1,100,5,4,inf,deli,2,2.0,0.5,8.0,0.4,369.18088983371854,False,False,0.0286437954895093,4000,15963,0.00015963,0.0061627890835547,0.1103340986608151
42,2,100,5,4,inf,deli,2,2.0,0.5,8.0,0.4,334.397492993623,False,False,0.0004957533656229,4000,15977,0.00015977,0.0001730161571748,0.1119938760283196
43,3,100,5,4,inf,deli,2,2.0,0.5,8.0,0.4,370.1800149902701,False,False,0.0062476572469839,4000,15969,0.00015969,0.0017199793768029,0.1125401423296549
44,4,100,5,4,inf,deli,2,2.0,0.5,8.0,0.4,332.5208422988653,False,False,0.0055790878786597,4000,15968,0.00015968,0.0018072481118061,0.116608039462629
45,5,100,5,4,inf,deli,2,2.0,0.5,8.0,0.4,334.0925956442952,False,False,0.000344051946219,4000,15970,0.0001597,0.0001449581177221,0.10969831981326
46,6,100,5,4,inf,deli,2,2.0,0.5,8.0,0.4,370.0661144927144,False,False,0.0234658017466939,4000,15964,0.00015964,0.0152629369043296,0.1151214836105554
47,7,100,5,4,inf,deli,2,2.0,0.5,8.0,0.4,335.392788939178,False,False,0.0004489614520514,4000,15974,0.00015974,7.638135631967162e-05,0.1137494562976754
48,8,100,5,4,inf,deli,2,2.0,0.5,8.0,0.4,332.9080725982785,False,False,0.0003051076326847,4000,15967,0.00015967,3.347875472515801e-05,0.110715254766008
49,9,100,5,4,inf,deli,2,2.0,0.5,8.0,0.4,332.0631385445595,False,False,0.0027533856295689,4000,15966,0.00015966,0.0005759463068364,0.110979101770235
50,0,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,350.5902789719403,False,False,0.0048488063464639,5000,17959,0.00017959,0.0009208341136762,0.1162184534126943
51,1,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,357.71810417994857,False,False,0.0063347361778012,5000,17954,0.00017954,0.0018579963245652,0.1138840499270095
52,2,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,410.7717362046242,False,False,0.0015267111944335,5000,17955,0.00017955,0.0005285216493582,0.1143691020402631
53,3,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,412.1852785162628,False,False,0.0875254583713242,5000,17947,0.00017947,0.0127162897147485,0.1173733623459766
54,4,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,365.0627186782658,False,False,0.0045917380750404,5000,17959,0.00017959,0.000238236002349,0.1136854201654134
55,5,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,348.4070567190647,False,False,0.0004951705112876,5000,17956,0.00017956,0.0002056475922532,0.1119201284699912
56,6,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,349.1597649715841,False,False,0.0072045387036743,5000,17951,0.00017951,0.0002926772869651,0.1109608780958467
57,7,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,413.8859644792974,False,False,0.0042784534620992,5000,17968,0.00017968,0.0005168426021088,0.113247854454901
58,8,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,346.9719510525465,False,False,0.0021453974032862,5000,17955,0.00017955,0.000566034688748,0.1112604888524109
59,9,100,5,4,inf,deli,2,2.0,0.5,8.0,0.5,347.4299056120217,False,False,0.0023646373735516,5000,17956,0.00017956,0.0003617885507984,0.1113187582308593
60,0,100,5,4,inf,deli,2,2.0,0.5,8.0,0.1,271.13889912329614,True,False,0.1751889693492052,1000,9943,9.943e-05,0.0618999269194939,0.1168969887166253
61,1,100,5,4,inf,deli,2,2.0,0.5,8.0,0.1,166.34106655791402,True,False,0.2266336465335788,1000,9955,9.955e-05,0.0807554130186345,0.1093859401447561
62,2,100,5,4,inf,deli,2,2.0,0.5,8.0,0.1,382.19821675494313,True,False,0.1418430365185142,1000,9954,9.954e-05,0.0397843384566579,0.113985098936526
63,3,100,5,4,inf,deli,2,2.0,0.5,8.0,0.1,252.20689908787608,True,False,0.220873371979646,1000,9952,9.952e-05,0.0422407967510679,0.1112389290296447
64,4,100,5,4,inf,deli,2,2.0,0.5,8.0,0.1,364.1380921564996,True,False,0.2317634846023077,1000,9946,9.946e-05,0.0867845566472244,0.119625486296119
65,5,100,5,4,inf,deli,2,2.0,0.5,8.0,0.1,248.8971402719617,True,False,0.8648404608142816,1000,9950,9.95e-05,0.071701136888452,0.1176085617809275
66,6,100,5,4,inf,deli,2,2.0,0.5,8.0,0.1,243.35127974301577,True,False,0.51690774292557,1000,9942,9.942e-05,0.0835264196558583,0.1136145398794206
67,7,100,5,4,inf,deli,2,2.0,0.5,8.0,0.1,292.1798030715436,True,False,0.1956901079070294,1000,9951,9.951e-05,0.0504014780267483,0.112801553208445
68,8,100,5,4,inf,deli,2,2.0,0.5,8.0,0.1,274.20237416401505,True,False,0.1641643062397573,1000,9944,9.944e-05,0.0543068544573135,0.1111226168448404
69,9,100,5,4,inf,deli,2,2.0,0.5,8.0,0.1,233.2303172107786,True,False,0.3391083654943997,1000,9952,9.952e-05,0.0818335376791959,0.1189461835130418
70,0,100,5,4,inf,deli,2,2.0,0.5,8.0,0.8,466.9958235118538,False,False,0.0054984885002219,8000,23934,0.00023934,0.0002208416791667,0.1080807854707051
71,1,100,5,4,inf,deli,2,2.0,0.5,8.0,0.8,480.43632533214986,False,False,0.6277710357753938,8000,23935,0.00023935,0.1102195385938077,0.1153256250855168
72,2,100,5,4,inf,deli,2,2.0,0.5,8.0,0.8,405.9504380598664,False,False,0.0003006649342344,8000,23903,0.00023903,9.342757699915052e-05,0.1205177955896799
73,3,100,5,4,inf,deli,2,2.0,0.5,8.0,0.8,406.6525988951325,False,False,0.0001493241382695,8000,23935,0.00023935,4.942996534903136e-05,0.1164098394054083
74,4,100,5,4,inf,deli,2,2.0,0.5,8.0,0.8,406.01905722916126,False,False,0.0008710346800064,8000,23935,0.00023935,0.0001881397294013,0.1087247113444426
75,5,100,5,4,inf,deli,2,2.0,0.5,8.0,0.8,476.3064395580441,False,False,0.0031715710122272,8000,23922,0.00023922,0.0011416782779748,0.1088362908783176
76,6,100,5,4,inf,deli,2,2.0,0.5,8.0,0.8,405.3579503595829,False,False,0.0004034337754578,8000,23930,0.0002393,0.0001032723741735,0.1132573495315766
77,7,100,5,4,inf,deli,2,2.0,0.5,8.0,0.8,405.829550486058,False,False,0.0003624261067459,8000,23935,0.00023935,0.0001373807647912,0.1099079891710563
78,8,100,5,4,inf,deli,2,2.0,0.5,8.0,0.8,482.2947499062866,False,False,0.0037814901635087,8000,23930,0.0002393,0.0007353877046346,0.1147953214063921
79,9,100,5,4,inf,deli,2,2.0,0.5,8.0,0.8,407.5829487331212,False,False,0.0012628720791571,8000,23924,0.00023924,0.0001419680887189,0.1081570851546486
80,0,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,415.5247496403754,True,False,0.0194589873808941,5000,25837,0.00025837,0.0094209777124194,0.1229201023834302
81,1,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,417.38571313396096,True,False,0.0160995265262525,5000,25828,0.00025828,0.0027250924865046,0.1244035643368841
82,2,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,419.5699361171573,True,False,0.0145358924710907,5000,25850,0.0002585,0.0069574995729289,0.1261971603651635
83,3,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,415.0023758895695,True,False,0.0089108390503323,5000,25853,0.00025853,0.005462533058165,0.1137812083006964
84,4,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,415.2185896746814,True,False,0.0696239827402201,5000,25845,0.00025845,0.0134348804108041,0.117274967050497
85,5,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,415.0645392071456,True,False,0.0019418672243058,5000,25840,0.0002584,0.000512655503069,0.1201205763189367
86,6,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,415.2053811009973,True,False,0.5631130770355823,5000,25845,0.00025845,0.0039698009590503,0.1252206345652387
87,7,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,413.56081591919065,True,False,0.0016972941376224,5000,25848,0.00025848,0.0004923371290969,0.1193165641951512
88,8,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,415.2287652473897,True,False,0.0012843328827595,5000,25843,0.00025843,0.0005021929750324,0.1182513936760191
89,9,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,415.1607770565897,True,False,1.9446558654707005,5000,25835,0.00025835,0.0039184987214102,0.1199245242774108
90,0,100,15,4,inf,deli,2,2.0,0.5,8.0,0.8,434.1370181683451,True,False,0.0033012228266493,8000,39685,0.00039685,0.0011826467328569,0.1172136990247204
91,1,100,15,4,inf,deli,2,2.0,0.5,8.0,0.8,436.4581229789183,True,False,0.0227453981225253,8000,39692,0.00039692,0.0032224358865402,0.1259763477567991
92,2,100,15,4,inf,deli,2,2.0,0.5,8.0,0.8,429.0096908053383,True,False,0.0084681587621738,8000,39688,0.00039688,0.0024371744609462,0.130803153326253
93,3,100,15,4,inf,deli,2,2.0,0.5,8.0,0.8,434.4334158916026,True,False,0.0051810416489025,8000,39682,0.00039682,0.0023590779556204,0.1193909856766233
94,4,100,15,4,inf,deli,2,2.0,0.5,8.0,0.8,421.9801187552512,True,False,0.0104830086261764,8000,39670,0.0003967,0.0032253187125489,0.1145979749141948
95,5,100,15,4,inf,deli,2,2.0,0.5,8.0,0.8,444.1996851675213,True,False,0.0168597245394702,8000,39693,0.00039693,0.0074993403696922,0.1188015428984083
96,6,100,15,4,inf,deli,2,2.0,0.5,8.0,0.8,442.6774788303301,True,False,0.0031256116807529,8000,39692,0.00039692,0.0011396635079645,0.1167523516801844
97,7,100,15,4,inf,deli,2,2.0,0.5,8.0,0.8,440.2846475085244,True,False,0.0163623916487043,8000,39691,0.00039691,0.0040946853182929,0.1211066715806568
98,8,100,15,4,inf,deli,2,2.0,0.5,8.0,0.8,440.9388382816687,True,False,0.0152633529505207,8000,39686,0.00039686,0.0027158723340711,0.1178599262572541
99,9,100,15,4,inf,deli,2,2.0,0.5,8.0,0.8,440.3222190970555,True,False,0.0126086559538049,8000,39691,0.00039691,0.0033500203608608,0.1197141916649588
100,0,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,402.4943075794727,True,False,0.056487167081937,2000,27827,0.00027827,0.0269582685301938,0.1245790839734848
101,1,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,253.8284460119903,True,False,1.5080859869829757,2000,27836,0.00027836,0.0553913028128363,0.1226834124932321
102,2,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,361.9773093983531,True,False,2.6054649622497044,2000,27824,0.00027824,0.0352148444065244,0.1222487281997521
103,3,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,367.74324945919216,True,False,0.1190654857623842,2000,27831,0.00027831,0.0226901441016117,0.1288489835697711
104,4,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,353.20648808404803,True,False,0.9013705460590246,2000,27839,0.00027839,0.0427114486953583,0.1255292951861149
105,5,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,259.66751434095204,True,False,0.2026751905135655,2000,27830,0.0002783,0.0353066921100133,0.1179508197761511
106,6,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,294.74562217853963,True,False,0.1173419696344632,2000,27832,0.00027832,0.0175289082593714,0.1184367975192642
107,7,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,410.9813418649137,True,False,0.3855664594900256,2000,27838,0.00027838,0.0498633994522245,0.1205335173851577
108,8,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,305.3016047850251,True,False,2.810806682998216,2000,27842,0.00027842,0.0425796894072162,0.1218222653225787
109,9,100,15,4,inf,deli,2,2.0,0.5,8.0,0.2,440.8712982200086,True,False,1.06561432427441,2000,27824,0.00027824,0.0196887734062781,0.1249957777752707
110,0,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,483.731817685999,True,False,0.0011588317347679,7000,21898,0.00021898,0.0004371399051177,0.1099493095476283
111,1,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,482.8119137249887,True,False,0.0019388588586012,7000,21902,0.00021902,0.0004205884185002,0.1074321598816212
112,2,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,486.15172735601664,True,False,0.0361261145324601,7000,21901,0.00021901,0.0060799544859164,0.1116755638223685
113,3,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,480.221849642694,True,False,0.00307701170834,7000,21904,0.00021904,0.0008236163627062,0.1116983124878938
114,4,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,482.0096600614488,True,False,0.0017355859167927,7000,21912,0.00021912,0.000424780723727,0.1226166770003461
115,5,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,484.90293895453215,True,False,0.0065718618461125,7000,21900,0.000219,0.0028123709308574,0.1199272529586517
116,6,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,482.13670957461,True,False,0.042335418849607,7000,21907,0.00021907,0.010908022497877,0.1102623017098264
117,7,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,407.6432444751263,True,False,0.0011014574383447,7000,21905,0.00021905,0.0004001248008689,0.1150696293533483
118,8,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,486.1459983587265,True,False,0.0172658975935042,7000,21900,0.000219,0.0006204385402404,0.1117977627076958
119,9,100,5,4,inf,deli,2,2.0,0.5,8.0,0.7,491.201981049031,True,False,0.0015105385597345,7000,21906,0.00021906,0.0008471392263735,0.1107384963340605
120,0,100,10,4,inf,deli,2,2.0,0.5,8.0,0.4,441.308291509049,False,False,0.0123405621204893,4000,23928,0.00023928,0.0036935236271132,0.1214986393615164
121,1,100,10,4,inf,deli,2,2.0,0.5,8.0,0.4,433.9065548770013,False,False,0.17242080364069,4000,23943,0.00023943,0.0089829645900701,0.1145253118549475
122,2,100,10,4,inf,deli,2,2.0,0.5,8.0,0.4,439.9393497259589,False,False,0.0252195395442167,4000,23936,0.00023936,0.0022057200970726,0.1221329056920161
123,3,100,10,4,inf,deli,2,2.0,0.5,8.0,0.4,362.6480228709988,False,False,0.0047685370872212,4000,23934,0.00023934,0.0010945394353939,0.1120521431293724
124,4,100,10,4,inf,deli,2,2.0,0.5,8.0,0.4,438.5945494620246,False,False,0.0351274418343692,4000,23920,0.0002392,0.0134233649270626,0.11767906417176
125,5,100,10,4,inf,deli,2,2.0,0.5,8.0,0.4,430.876537685981,False,False,0.0086591057677736,4000,23955,0.00023955,0.0010374878406327,0.1185468951752849
126,6,100,10,4,inf,deli,2,2.0,0.5,8.0,0.4,435.03923374798615,False,False,0.0037106904685062,4000,23961,0.00023961,0.0006547198986967,0.1242366647877138
127,7,100,10,4,inf,deli,2,2.0,0.5,8.0,0.4,430.9566274759709,False,False,0.038154862968134,4000,23932,0.00023932,0.0051980954884527,0.1202925089317498
128,8,100,10,4,inf,deli,2,2.0,0.5,8.0,0.4,435.0154535929905,False,False,0.0045456123757374,4000,23931,0.00023931,0.0009590317452376,0.1191231074652262
129,9,100,10,4,inf,deli,2,2.0,0.5,8.0,0.4,433.0955994860269,False,False,0.0284944078526382,4000,23933,0.00023933,0.0101773533033302,0.1118656546639052
130,0,100,15,4,inf,deli,2,2.0,0.5,8.0,0.3,690.1528216842562,True,False,0.0477419220354412,3000,29796,0.00029796,0.0135630911550509,0.1159014227023066
131,1,100,15,4,inf,deli,2,2.0,0.5,8.0,0.3,538.0223608594388,True,False,0.2483440993063187,3000,29806,0.00029806,0.0279032235187423,0.1185761372771643
132,2,100,15,4,inf,deli,2,2.0,0.5,8.0,0.3,380.61265070550144,True,False,0.0401028841233378,3000,29816,0.00029816,0.0158297285097565,0.1205298037420623
133,3,100,15,4,inf,deli,2,2.0,0.5,8.0,0.3,424.9799058847129,True,False,0.1596263330385454,3000,29805,0.00029805,0.0294544812694132,0.1231343575049891
134,4,100,15,4,inf,deli,2,2.0,0.5,8.0,0.3,354.3952249996364,True,False,0.7087609270833725,3000,29798,0.00029798,0.0323475771481877,0.1182144883686949
135,5,100,15,4,inf,deli,2,2.0,0.5,8.0,0.3,394.3803738486022,True,False,0.0621494785357009,3000,29804,0.00029804,0.0199048873505864,0.1106104109352807
136,6,100,15,4,inf,deli,2,2.0,0.5,8.0,0.3,384.65931827761233,True,False,0.4981441117777465,3000,29804,0.00029804,0.0523389460674008,0.1236065505297343
137,7,100,15,4,inf,deli,2,2.0,0.5,8.0,0.3,471.8540464602411,True,False,0.55913348753364,3000,29823,0.00029823,0.0484643453669693,0.1115559548212999
138,8,100,15,4,inf,deli,2,2.0,0.5,8.0,0.3,409.54199077002704,True,False,0.2081415996525625,3000,29797,0.00029797,0.031442123024008,0.1141563408739608
139,9,100,15,4,inf,deli,2,2.0,0.5,8.0,0.3,469.66638757660985,True,False,0.0596210678089711,3000,29811,0.00029811,0.0129771582055155,0.1186104622970801
140,0,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,521.9460859410465,False,False,0.0147639421838068,5000,25924,0.00025924,0.0060742590728462,0.1175765352202656
141,1,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,454.8603479415178,False,False,0.1142505937092958,5000,25930,0.0002593,0.0127974534212386,0.1137094834788133
142,2,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,472.7107885703445,False,False,0.0108686895673198,5000,25917,0.00025917,0.0042282771140704,0.1122938252578865
143,3,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,478.1809716448188,False,False,0.003074338771984,5000,25924,0.00025924,0.0009700625747119,0.1244014819523444
144,4,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,473.4790604971349,False,False,0.180507178825406,5000,25906,0.00025906,0.0154027104543667,0.1115574190169424
145,5,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,476.039027351886,False,False,0.0146389791468062,5000,25910,0.0002591,0.0053817217409729,0.1260025620211609
146,6,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,473.1779286414385,False,False,0.0045970725335039,5000,25926,0.00025926,0.001063924004826,0.1196783763726942
147,7,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,475.4096015095711,False,False,0.0647678457383012,5000,25909,0.00025909,0.0052339292699022,0.1100752788158697
148,8,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,475.8543410487473,False,False,0.0112056594003757,5000,25928,0.00025928,0.0033369244232821,0.1160789891246411
149,9,100,10,4,inf,deli,2,2.0,0.5,8.0,0.5,379.5807051695883,False,False,0.002231503357281,5000,25915,0.00025915,0.0003747147283841,0.1226415487287021
150,0,100,15,4,inf,deli,2,2.0,0.5,8.0,0.1,403.5804130565375,True,False,0.152814819478578,1000,25855,0.00025855,0.0389875732956871,0.1150058454959921
151,1,100,15,4,inf,deli,2,2.0,0.5,8.0,0.1,405.7586467601359,True,False,0.1606890190473921,1000,25848,0.00025848,0.0354805785157644,0.1254483036379377
152,2,100,15,4,inf,deli,2,2.0,0.5,8.0,0.1,442.1199851240963,True,False,1.6308866107396438,1000,25856,0.00025856,0.0679845103744465,0.1203855453003663
153,3,100,15,4,inf,deli,2,2.0,0.5,8.0,0.1,441.3920134436339,True,False,0.1971236163547761,1000,25856,0.00025856,0.0532578251826461,0.1194283973791917
154,4,100,15,4,inf,deli,2,2.0,0.5,8.0,0.1,357.3422357700765,True,False,0.2917809324123128,1000,25858,0.00025858,0.040752446808986,0.127367146010388
155,5,100,15,4,inf,deli,2,2.0,0.5,8.0,0.1,400.2714562099427,True,False,0.2115452459520796,1000,25860,0.0002586,0.0487712055308869,0.118027215329986
156,6,100,15,4,inf,deli,2,2.0,0.5,8.0,0.1,301.5735779032111,True,False,0.4514816587106422,1000,25851,0.00025851,0.0540890896513564,0.1175556037483729
157,7,100,15,4,inf,deli,2,2.0,0.5,8.0,0.1,426.017029395327,True,False,0.3304560065648595,1000,25849,0.00025849,0.0474441896514862,0.1237323686035058
158,8,100,15,4,inf,deli,2,2.0,0.5,8.0,0.1,442.3025756962597,True,False,0.2965917185485527,1000,25861,0.00025861,0.0474574589468668,0.1184749906968153
159,9,100,15,4,inf,deli,2,2.0,0.5,8.0,0.1,389.8371045719832,True,False,0.8728791062897768,1000,25847,0.00025847,0.0408983985654272,0.1225848880235686
160,0,100,15,4,inf,deli,2,2.0,0.5,8.0,0.3,569.4142404422164,False,False,0.9134102704986162,3000,29918,0.00029918,0.0583198039058408,0.1239419650048352
161,1,100,15,4,inf,deli,2,2.0,0.5,8.0,0.3,615.5449390877038,False,False,0.3649016188650358,3000,29926,0.00029926,0.0287858909151869,0.123833414213486
162,2,100,15,4,inf,deli,2,2.0,0.5,8.0,0.3,611.5757128726691,False,False,0.1098781787086262,3000,29923,0.00029923,0.018792125103999,0.1303675722738977
163,3,100,15,4,inf,deli,2,2.0,0.5,8.0,0.3,614.8451585620642,False,False,0.1054132798354599,3000,29918,0.00029918,0.027791882010898,0.119008509983016
